cliente_id,nome,segmento,cidade,estado,pais,codigo_postal,mercado,regiao
JB-15925,Joni Blumstein,Consumer,Trier,Rhineland-Palatinate,Germany,,EU,Central
GW-14605,Giulietta Weimer,Consumer,Luoyang,Guangdong,China,,APAC,North Asia
SC-20725,Steven Cartwright,Consumer,Petrópolis,Rio de Janeiro,Brazil,,LATAM,South
EH-13765,Edward Hooks,Corporate,Watertown,New York,United States,13601.0,US,East
YS-21880,Yana Sorensen,Corporate,Seattle,Washington,United States,98103.0,US,West
FO-14305,Frank Olsen,Consumer,Noisy-le-Grand,Ile-de-France,France,,EU,Central
RP-19855,Roy Phan,Corporate,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia
AB-10600,Ann Blume,Corporate,Tucson,Arizona,United States,85705.0,US,West
KB-16240,Karen Bern,Corporate,Kalyan,Maharashtra,India,,APAC,Central Asia
KA-16525,Kelly Andreada,Consumer,Mejicanos,San Salvador,El Salvador,,LATAM,Central
EM-3960,Eric Murdock,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa
JD-15790,John Dryer,Consumer,Semarang,Jawa Tengah,Indonesia,,APAC,Southeast Asia
JL-15850,John Lucas,Consumer,Stuttgart,Baden-Württemberg,Germany,,EU,Central
JW-16075,Julia West,Consumer,Hamilton,Waikato,New Zealand,,APAC,Oceania
LL-6840,Lauren Leatherbury,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
TH-21100,Thea Hendricks,Consumer,Lyon,Rhône-Alpes,France,,EU,Central
MC-17275,Marc Crier,Consumer,Lille,Nord-Pas-de-Calais,France,,EU,Central
NG-8430,Nathan Gelder,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA
KD-16615,Ken Dana,Corporate,Marseille,Provence-Alpes-Côte d'Azur,France,,EU,Central
MC-17605,Matt Connell,Corporate,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean
JK-15625,Jim Karlsson,Consumer,Mejicanos,San Salvador,El Salvador,,LATAM,Central
TS-11505,Tony Sayre,Consumer,Algiers,Alger,Algeria,,Africa,Africa
LD-6855,Lela Donovan,Corporate,Pretoria,Gauteng,South Africa,,Africa,Africa
LP-17080,Liz Pelletier,Consumer,Melbourne,Victoria,Australia,,APAC,Oceania
CV-12805,Cynthia Voltz,Corporate,Matsudo,Chiba,Japan,,APAC,North Asia
MO-17500,Mary O'Rourke,Consumer,Aachen,North Rhine-Westphalia,Germany,,EU,Central
MS-17530,MaryBeth Skach,Consumer,Melbourne,Victoria,Australia,,APAC,Oceania
GA-14515,George Ashbrook,Consumer,Ballarat,Victoria,Australia,,APAC,Oceania
CS-12355,Christine Sundaresam,Consumer,Gold Coast,Queensland,Australia,,APAC,Oceania
GM-14500,Gene McClure,Consumer,Managua,Managua,Nicaragua,,LATAM,Central
CC-2670,Craig Carreira,Consumer,Beirut,Beirut,Lebanon,,EMEA,EMEA
MN-17935,Michael Nguyen,Consumer,Hefei,Anhui,China,,APAC,North Asia
JM-16195,Justin MacKendrick,Consumer,Louisville,Kentucky,United States,40214.0,US,South
DB-13615,Doug Bickford,Consumer,Los Angeles,California,United States,90045.0,US,West
PK-18910,Paul Knutson,Home Office,San Luis Potosí,San Luis Potosí,Mexico,,LATAM,North
LS-16945,Linda Southworth,Corporate,Tegal,Jawa Tengah,Indonesia,,APAC,Southeast Asia
JK-15730,Joe Kamberova,Consumer,Rome,Lazio,Italy,,EU,South
SW-10275,Scott Williamson,Consumer,Kitchener,Ontario,Canada,,Canada,Canada
MC-18100,Mick Crebagga,Consumer,Sevran,Ile-de-France,France,,EU,Central
EH-13945,Eric Hoffmann,Consumer,Portici,Campania,Italy,,EU,South
LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,United States,89431.0,US,West
MA-17995,Michelle Arnett,Home Office,Duisburg,North Rhine-Westphalia,Germany,,EU,Central
SP-20650,Stephanie Phelps,Corporate,Balikpapan,Kalimantan Timur,Indonesia,,APAC,Southeast Asia
JH-15430,Jennifer Halladay,Consumer,Poza Rica de Hidalgo,Veracruz,Mexico,,LATAM,North
ML-17755,Max Ludwig,Home Office,Clichy-sous-Bois,Ile-de-France,France,,EU,Central
PC-18745,Pamela Coakley,Corporate,Antipolo,Calabarzon,Philippines,,APAC,Southeast Asia
KE-16420,Katrina Edelman,Corporate,Curitiba,Parana,Brazil,,LATAM,South
EM-4200,Evan Minnotte,Home Office,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
DW-13480,Dianna Wilson,Home Office,Albury,New South Wales,Australia,,APAC,Oceania
SC-10680,Steve Carroll,Home Office,Kutahya,Kutahya,Turkey,,EMEA,EMEA
JG-15805,John Grady,Corporate,Daqing,Heilongjiang,China,,APAC,North Asia
LL-16840,Lauren Leatherbury,Consumer,Waynesboro,Virginia,United States,22980.0,US,South
PV-8985,Paul Van Hugh,Home Office,Yaounde,Centre,Cameroon,,Africa,Africa
PO-19180,Philisse Overcash,Home Office,Chicago,Illinois,United States,60623.0,US,Central
SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,,APAC,Oceania
GA-14725,Guy Armstrong,Consumer,Jiangdu,Jiangsu,China,,APAC,North Asia
GT-4755,Guy Thornton,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
PR-18880,Patrick Ryan,Consumer,Puebla,Puebla,Mexico,,LATAM,North
AG-10765,Anthony Garverick,Home Office,Mumbai,Maharashtra,India,,APAC,Central Asia
SE-20110,Sanjit Engle,Consumer,Stuttgart,Baden-Württemberg,Germany,,EU,Central
JB-16045,Julia Barnett,Home Office,Santiago,Santiago,Chile,,LATAM,South
JM-5580,Jill Matthias,Consumer,Nairobi,Nairobi,Kenya,,Africa,Africa
JO-15280,Jas O'Carroll,Consumer,Hyderabad,Telangana,India,,APAC,Central Asia
LP-17095,Liz Preis,Consumer,Aurora,Illinois,United States,60505.0,US,Central
EJ-14155,Eva Jacobs,Consumer,Bayamo,Granma,Cuba,,LATAM,Caribbean
VW-21775,Victoria Wilson,Corporate,San Francisco,California,United States,94122.0,US,West
GM-14455,Gary Mitchum,Home Office,Kabul,Kabul,Afghanistan,,APAC,Central Asia
BF-1080,Bart Folk,Consumer,Edmonton,Alberta,Canada,,Canada,Canada
SM-20905,Susan MacKendrick,Consumer,Lismore,New South Wales,Australia,,APAC,Oceania
BO-1425,Bobby Odegard,Consumer,Sikasso,Sikasso,Mali,,Africa,Africa
AW-10930,Arthur Wiediger,Home Office,Nottingham,England,United Kingdom,,EU,North
JP-15460,Jennifer Patt,Corporate,Medan,Sumatera Utara,Indonesia,,APAC,Southeast Asia
AS-10240,Alan Shonely,Consumer,Whyalla,South Australia,Australia,,APAC,Oceania
TB-11625,Trudy Brown,Consumer,Bagcilar,Istanbul,Turkey,,EMEA,EMEA
JP-5520,Jeremy Pistek,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa
BD-11770,Bryan Davis,Consumer,Bressuire,Poitou-Charentes,France,,EU,Central
BD-11635,Brian Derr,Consumer,Perth,Western Australia,Australia,,APAC,Oceania
CC-2370,Christopher Conant,Consumer,Chelyabinsk,Chelyabinsk,Russia,,EMEA,EMEA
PO-8850,Patrick O'Brill,Consumer,Pretoria,Gauteng,South Africa,,Africa,Africa
TZ-21445,Tom Zandusky,Corporate,Luoyang,Guangdong,China,,APAC,North Asia
RB-19435,Richard Bierner,Consumer,Depok,Yogyakarta,Indonesia,,APAC,Southeast Asia
JE-15475,Jeremy Ellison,Consumer,Kawagoe,Saitama,Japan,,APAC,North Asia
AI-10855,Arianne Irving,Consumer,Sydney,New South Wales,Australia,,APAC,Oceania
MH-17440,Mark Haberlin,Corporate,Qingdao,Shandong,China,,APAC,North Asia
JE-6165,Justin Ellison,Corporate,Misratah,Misratah,Libya,,Africa,Africa
DS-13180,David Smith,Corporate,Managua,Managua,Nicaragua,,LATAM,Central
AC-10660,Anna Chung,Consumer,Can Tho,Tỉnh Cần Thơ,Vietnam,,APAC,Southeast Asia
MH-17455,Mark Hamilton,Consumer,Greenwood,Indiana,United States,46142.0,US,Central
CC-12430,Chuck Clark,Home Office,Morelia,Michoacán,Mexico,,LATAM,North
NG-18355,Nat Gilpin,Corporate,Santiago de Cuba,Santiago de Cuba,Cuba,,LATAM,Caribbean
RC-19825,Roy Collins,Consumer,Woking,England,United Kingdom,,EU,North
JD-16015,Joy Daniels,Consumer,Mixco,Guatemala,Guatemala,,LATAM,Central
JH-5910,Jonathan Howell,Consumer,Johannesburg,Gauteng,South Africa,,Africa,Africa
SC-10695,Steve Chapman,Corporate,Port Elizabeth,Eastern Cape,South Africa,,Africa,Africa
RD-9930,Russell D'Ascenzo,Consumer,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
LC-6930,Linda Cazamias,Corporate,Torbali,Izmir,Turkey,,EMEA,EMEA
DW-13195,David Wiener,Corporate,Bhiwandi,Maharashtra,India,,APAC,Central Asia
RD-19900,Ruben Dartt,Consumer,Kaifeng,Henan,China,,APAC,North Asia
MV-18190,Mike Vittorini,Consumer,Raleigh,North Carolina,United States,27604.0,US,South
RD-19480,Rick Duston,Consumer,Sydney,New South Wales,Australia,,APAC,Oceania
SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East
LS-17230,Lycoris Saunders,Consumer,Tlalnepantla,México,Mexico,,LATAM,North
GD-14590,Giulietta Dortch,Corporate,Sydney,New South Wales,Australia,,APAC,Oceania
EB-13750,Edward Becker,Corporate,Singapore,Singapore,Singapore,,APAC,Southeast Asia
KH-6360,Katherine Hughes,Consumer,Nairobi,Nairobi,Kenya,,Africa,Africa
BF-11275,Beth Fritzler,Corporate,La Romana,La Romana,Dominican Republic,,LATAM,Caribbean
NG-18430,Nathan Gelder,Consumer,Cambridge,England,United Kingdom,,EU,North
Co-12640,Corey-Lock,Consumer,Carora,Lara,Venezuela,,LATAM,South
SF-20965,Sylvia Foulston,Corporate,Newcastle,New South Wales,Australia,,APAC,Oceania
KB-16405,Katrina Bavinger,Home Office,Dublin,Dublin,Ireland,,EU,North
LC-16870,Lena Cacioppo,Consumer,Nice,Provence-Alpes-Côte d'Azur,France,,EU,Central
JL-15505,Jeremy Lonsdale,Consumer,Mexico City,Distrito Federal,Mexico,,LATAM,North
BD-11725,Bruce Degenhardt,Consumer,Mixco,Guatemala,Guatemala,,LATAM,Central
TM-21010,Tamara Manning,Consumer,Trier,Rhineland-Palatinate,Germany,,EU,Central
AB-150,Aimee Bixby,Consumer,Shiraz,Fars,Iran,,EMEA,EMEA
BW-11065,Barry Weirich,Consumer,Cologne,North Rhine-Westphalia,Germany,,EU,Central
FM-14380,Fred McMath,Consumer,Xinshi,Hubei,China,,APAC,North Asia
PC-8745,Pamela Coakley,Corporate,Sofia,Sofiya-Grad,Bulgaria,,EMEA,EMEA
BN-1470,Brad Norvell,Corporate,Katowice,Silesia,Poland,,EMEA,EMEA
AH-10120,Adrian Hane,Home Office,Culiacán,Sinaloa,Mexico,,LATAM,North
LF-17185,Luke Foster,Consumer,San Antonio,Texas,United States,78207.0,US,Central
DJ-13630,Doug Jacobs,Consumer,Montenegro,Quindío,Colombia,,LATAM,South
SJ-20125,Sanjit Jacobs,Home Office,Boulogne-Billancourt,Ile-de-France,France,,EU,Central
ML-18265,Muhammed Lee,Consumer,Leipzig,Saxony,Germany,,EU,Central
SF-10965,Sylvia Foulston,Corporate,Kermanshah,Kermanshah,Iran,,EMEA,EMEA
PO-8865,Patrick O'Donnell,Consumer,Guelma,Guelma,Algeria,,Africa,Africa
MH-17290,Marc Harrigan,Home Office,Singapore,Singapore,Singapore,,APAC,Southeast Asia
NR-18550,Nick Radford,Consumer,Shantou,Guangdong,China,,APAC,North Asia
MK-17905,Michael Kennedy,Corporate,Rockford,Illinois,United States,61107.0,US,Central
DB-13660,Duane Benoit,Consumer,Nantes,Pays de la Loire,France,,EU,Central
PH-18790,Patricia Hirasaki,Home Office,Wellington,Wellington,New Zealand,,APAC,Oceania
AB-10165,Alan Barnes,Consumer,Grenoble,Rhône-Alpes,France,,EU,Central
CA-12055,Cathy Armstrong,Home Office,Castrop-Rauxel,North Rhine-Westphalia,Germany,,EU,Central
JF-5295,Jason Fortune-,Consumer,Rasht,Gilan,Iran,,EMEA,EMEA
KT-16465,Kean Takahito,Consumer,Glendale,Arizona,United States,85301.0,US,West
RB-9705,Roger Barcio,Home Office,Cairo,Al Qahirah,Egypt,,Africa,Africa
BD-1725,Bruce Degenhardt,Consumer,Ramat Aviv,Tel Aviv,Israel,,EMEA,EMEA
EB-13705,Ed Braxton,Corporate,Paulista,Pernambuco,Brazil,,LATAM,South
MG-17875,Michael Grace,Home Office,Wagga Wagga,New South Wales,Australia,,APAC,Oceania
MG-17650,Matthew Grinstein,Home Office,Lunel,Languedoc-Roussillon,France,,EU,Central
AG-10270,Alejandro Grove,Consumer,Whangarei,Northland,New Zealand,,APAC,Oceania
NP-8685,Nora Pelletier,Home Office,Pretoria,Gauteng,South Africa,,Africa,Africa
AS-630,Ann Steele,Home Office,Lagos,Lagos,Nigeria,,Africa,Africa
SC-20680,Steve Carroll,Home Office,Ninghai,Shandong,China,,APAC,North Asia
MC-17590,Matt Collister,Corporate,Chimaltenango,Chimaltenango,Guatemala,,LATAM,Central
TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada
HH-15010,Hilary Holden,Corporate,Nagpur,Maharashtra,India,,APAC,Central Asia
BT-11485,Brad Thomas,Home Office,El Prat de Llobregat,Catalonia,Spain,,EU,South
EB-13870,Emily Burns,Consumer,Pematangsiantar,Sumatera Utara,Indonesia,,APAC,Southeast Asia
JP-15520,Jeremy Pistek,Consumer,San Francisco,California,United States,94110.0,US,West
CM-2115,Chad McGuire,Consumer,Cairo,Al Qahirah,Egypt,,Africa,Africa
EA-14035,Erin Ashbrook,Corporate,Monterrey,Nuevo León,Mexico,,LATAM,North
FH-14350,Fred Harton,Consumer,Woking,England,United Kingdom,,EU,North
BS-1800,Bryan Spruell,Home Office,Cape Town,Western Cape,South Africa,,Africa,Africa
AA-10375,Allen Armold,Consumer,Santa Catarina,Nuevo León,Mexico,,LATAM,North
BN-11515,Bradley Nguyen,Consumer,Angers,Pays de la Loire,France,,EU,Central
EG-3900,Emily Grady,Consumer,Annaba,Annaba,Algeria,,Africa,Africa
RE-19405,Ricardo Emerson,Consumer,San Salvador,San Salvador,El Salvador,,LATAM,Central
ND-18460,Neil Ducich,Corporate,Managua,Managua,Nicaragua,,LATAM,Central
TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,United States,76106.0,US,Central
ML-18040,Michelle Lonsdale,Corporate,Brisbane,Queensland,Australia,,APAC,Oceania
JL-5505,Jeremy Lonsdale,Consumer,Baghdad,Baghdad,Iraq,,EMEA,EMEA
SP-20545,Sibella Parks,Corporate,Brisbane,Queensland,Australia,,APAC,Oceania
SF-10065,Sandra Flanagan,Consumer,Donets'k,Donetsk,Ukraine,,EMEA,EMEA
AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,United States,28540.0,US,South
TT-11220,Thomas Thornton,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa
AH-10195,Alan Haines,Corporate,San Salvador,San Salvador,El Salvador,,LATAM,Central
KH-6630,Ken Heidel,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia
JL-15130,Jack Lebron,Consumer,Villeurbanne,Rhône-Alpes,France,,EU,Central
KM-6375,Katherine Murray,Home Office,Chililabombwe,Copperbelt,Zambia,,Africa,Africa
LS-16975,Lindsay Shagiari,Home Office,Baltimore,Maryland,United States,21215.0,US,East
KL-16645,Ken Lonsdale,Consumer,Detroit,Michigan,United States,48205.0,US,Central
EH-14185,Evan Henry,Consumer,Schwerin,Mecklenburg-Vorpommern,Germany,,EU,Central
KW-6570,Kelly Williams,Consumer,Brasov,Brasov,Romania,,EMEA,EMEA
DB-3060,Dave Brooks,Consumer,Arbil,Arbil,Iraq,,EMEA,EMEA
FA-14230,Frank Atkinson,Corporate,Dortmund,North Rhine-Westphalia,Germany,,EU,Central
JF-15565,Jill Fjeld,Consumer,Munich,Bavaria,Germany,,EU,Central
LO-7170,Lori Olson,Corporate,Nairobi,Nairobi,Kenya,,Africa,Africa
KB-6315,Karl Braun,Consumer,Makhachkala,Dagestan,Russia,,EMEA,EMEA
BS-11755,Bruce Stewart,Consumer,Cairns,Queensland,Australia,,APAC,Oceania
RB-19465,Rick Bensley,Home Office,Devonport,Tasmania,Australia,,APAC,Oceania
HF-14995,Herbert Flentye,Consumer,Paris,Ile-de-France,France,,EU,Central
MP-17965,Michael Paige,Corporate,Hanoi,Thủ Dô Hà Nội,Vietnam,,APAC,Southeast Asia
JJ-15445,Jennifer Jackson,Consumer,Genk,Limburg,Belgium,,EU,Central
LC-17140,Logan Currie,Consumer,New York City,New York,United States,10035.0,US,East
TT-11070,Ted Trevino,Consumer,Kumasi,Ashanti,Ghana,,Africa,Africa
BF-11020,Barry Französisch,Corporate,New York City,New York,United States,10024.0,US,East
ES-14080,Erin Smith,Corporate,Yunyang,Henan,China,,APAC,North Asia
FC-14335,Fred Chung,Corporate,Caloundra,Queensland,Australia,,APAC,Oceania
TS-21160,Theresa Swint,Corporate,Manila,National Capital,Philippines,,APAC,Southeast Asia
RE-9450,Richard Eichhorn,Consumer,Sakaka,Al Jawf,Saudi Arabia,,EMEA,EMEA
JC-15340,Jasper Cacioppo,Consumer,Saint-Dizier,Champagne-Ardenne,France,,EU,Central
MH-17785,Maya Herman,Corporate,Bandung,Jawa Barat,Indonesia,,APAC,Southeast Asia
RF-19840,Roy Französisch,Consumer,Cuttack,Odisha,India,,APAC,Central Asia
PG-18820,Patrick Gardner,Consumer,Xuzhou,Jiangsu,China,,APAC,North Asia
DO-13645,Doug O'Connell,Consumer,Bridgetown,Saint Michael,Barbados,,LATAM,Caribbean
SC-10305,Sean Christensen,Consumer,Lubumbashi,Katanga,Democratic Republic of the Congo,,Africa,Africa
TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,United States,85023.0,US,West
DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10011.0,US,East
EB-3975,Erica Bern,Corporate,Dakar,Dakar,Senegal,,Africa,Africa
NS-8505,Neola Schneider,Consumer,Kano,Kano,Nigeria,,Africa,Africa
SF-20065,Sandra Flanagan,Consumer,Changzhou,Jiangsu,China,,APAC,North Asia
RA-19285,Ralph Arnett,Consumer,Puertollano,Castile-La Mancha,Spain,,EU,South
LT-17110,Liz Thompson,Consumer,Hamburg,Hamburg,Germany,,EU,Central
BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,United States,1841.0,US,East
AR-825,Anthony Rawles,Corporate,Fes,Fès-Boulemane,Morocco,,Africa,Africa
SD-20485,Shirley Daniels,Home Office,Ciego de Ávila,Ciego de Ávila,Cuba,,LATAM,Caribbean
GW-4605,Giulietta Weimer,Consumer,Arkhangelsk,Arkhangel'sk,Russia,,EMEA,EMEA
DB-13120,David Bremer,Corporate,Marion,Ohio,United States,43302.0,US,East
JC-5775,John Castell,Consumer,Nizhyn,Chernihiv,Ukraine,,EMEA,EMEA
ND-8460,Neil Ducich,Corporate,Bamako,Bamako,Mali,,Africa,Africa
TC-11295,Toby Carlisle,Consumer,Montréal,Quebec,Canada,,Canada,Canada
DM-2955,Dario Medina,Corporate,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
PJ-9015,Pauline Johnson,Consumer,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,,EMEA,EMEA
JH-5820,John Huston,Consumer,Ardabil,Ardabil,Iran,,EMEA,EMEA
ME-18010,Michelle Ellison,Corporate,Paris,Ile-de-France,France,,EU,Central
AH-10690,Anna Häberlin,Corporate,Sydney,New South Wales,Australia,,APAC,Oceania
RD-19660,Robert Dilbeck,Home Office,Tlalpan,Distrito Federal,Mexico,,LATAM,North
CD-1980,Carol Darley,Consumer,Mahajanga,Boeny,Madagascar,,Africa,Africa
CL-2565,Clay Ludtke,Consumer,Saida,Saida,Algeria,,Africa,Africa
MO-7800,Meg O'Connel,Home Office,Arzgir,Stavropol',Russia,,EMEA,EMEA
CR-2580,Clay Rozendal,Home Office,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
TC-10980,Tamara Chand,Corporate,Baku,Baki,Azerbaijan,,EMEA,EMEA
RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA
CS-12250,Chris Selesnick,Corporate,Bossier City,Louisiana,United States,71111.0,US,South
CH-12070,Cathy Hwang,Home Office,Paris,Ile-de-France,France,,EU,Central
JF-15355,Jay Fein,Consumer,Libourne,Aquitaine,France,,EU,Central
AS-135,Adrian Shami,Home Office,Ashdod,Southern,Israel,,EMEA,EMEA
SP-20620,Stefania Perrino,Corporate,Chittagong,Chittagong,Bangladesh,,APAC,Central Asia
EC-14050,Erin Creighton,Consumer,Pune,Maharashtra,India,,APAC,Central Asia
IG-5085,Ivan Gibson,Consumer,Alexandria,Al Iskandariyah,Egypt,,Africa,Africa
TB-21355,Todd Boyes,Corporate,Patrocínio,Minas Gerais,Brazil,,LATAM,South
MH-17620,Matt Hagelstein,Corporate,San Francisco,California,United States,94110.0,US,West
GT-14755,Guy Thornton,Consumer,Tijuana,Baja California,Mexico,,LATAM,North
DF-13135,David Flashing,Consumer,Slough,England,United Kingdom,,EU,North
AS-240,Alan Shonely,Consumer,Tallinn,Harjumaa,Estonia,,EMEA,EMEA
PG-8820,Patrick Gardner,Consumer,Chipata,Eastern,Zambia,,Africa,Africa
JS-6030,Joy Smith,Consumer,Yaounde,Centre,Cameroon,,Africa,Africa
SS-20590,Sonia Sunley,Consumer,Camagüey,Camagüey,Cuba,,LATAM,Caribbean
CS-2490,Cindy Schnelling,Corporate,Ad Diwaniyah,Al Qadisiyah,Iraq,,EMEA,EMEA
CM-2715,Craig Molinari,Corporate,Galati,Galati,Romania,,EMEA,EMEA
BM-1140,Becky Martin,Consumer,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
RD-19720,Roger Demir,Consumer,Bry-sur-Marne,Ile-de-France,France,,EU,Central
LD-17005,Lisa DeCherney,Consumer,New York City,New York,United States,10011.0,US,East
EB-3705,Ed Braxton,Corporate,Benghazi,Banghazi,Libya,,Africa,Africa
RH-19555,Ritsa Hightower,Consumer,Bacoor,Calabarzon,Philippines,,APAC,Southeast Asia
JP-6135,Julie Prescott,Home Office,Tabuk,Tabuk,Saudi Arabia,,EMEA,EMEA
PB-9210,Phillip Breyer,Corporate,Bene Beraq,Tel Aviv,Israel,,EMEA,EMEA
LC-16960,Lindsay Castell,Home Office,San Diego,California,United States,92037.0,US,West
JC-15385,Jenna Caffey,Consumer,London,England,United Kingdom,,EU,North
IL-15100,Ivan Liston,Consumer,Columbus,Indiana,United States,47201.0,US,Central
SW-10245,Scot Wooten,Consumer,Roodepoort,Gauteng,South Africa,,Africa,Africa
CP-2340,Christine Phan,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,,Africa,Africa
NS-18640,Noel Staavos,Corporate,Christchurch,Canterbury,New Zealand,,APAC,Oceania
TR-21325,Toby Ritter,Consumer,José Bonifácio,São Paulo,Brazil,,LATAM,South
NF-8385,Natalie Fritzler,Consumer,Lusaka,Lusaka,Zambia,,Africa,Africa
TZ-21580,Tracy Zic,Consumer,Leeds,England,United Kingdom,,EU,North
TB-11055,Ted Butterfield,Consumer,Basra,Al Basrah,Iraq,,EMEA,EMEA
AJ-10795,Anthony Johnson,Corporate,Apple Valley,California,United States,92307.0,US,West
GH-14485,Gene Hale,Corporate,Richardson,Texas,United States,75080.0,US,Central
AG-10300,Aleksandra Gannaway,Corporate,Auckland,Auckland,New Zealand,,APAC,Oceania
EH-3945,Eric Hoffmann,Consumer,Cape Town,Western Cape,South Africa,,Africa,Africa
JD-6150,Justin Deggeller,Corporate,Cape Town,Western Cape,South Africa,,Africa,Africa
KH-16360,Katherine Hughes,Consumer,Louisville,Kentucky,United States,40214.0,US,South
JB-6045,Julia Barnett,Home Office,Kharkiv,Kharkiv,Ukraine,,EMEA,EMEA
AH-585,Angele Hood,Consumer,Mashhad,Razavi Khorasan,Iran,,EMEA,EMEA
MS-7530,MaryBeth Skach,Consumer,Antananarivo,Analamanga,Madagascar,,Africa,Africa
HA-14905,Helen Abelman,Consumer,Manila,National Capital,Philippines,,APAC,Southeast Asia
JG-15310,Jason Gross,Corporate,Denpasar,Bali,Indonesia,,APAC,Southeast Asia
CD-1920,Carlos Daly,Consumer,Mabopane,Gauteng,South Africa,,Africa,Africa
TC-21535,Tracy Collins,Home Office,Alice Springs,Northern Territory,Australia,,APAC,Oceania
PB-9105,Peter Bühler,Consumer,Ufa,Bashkortostan,Russia,,EMEA,EMEA
AR-10405,Allen Rosenblatt,Corporate,Franklin,Massachusetts,United States,2038.0,US,East
NK-18490,Neil Knudson,Home Office,Brisbane,Queensland,Australia,,APAC,Oceania
MG-7695,Maureen Gnade,Consumer,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA
AJ-10945,Ashley Jarboe,Consumer,Reynosa,Tamaulipas,Mexico,,LATAM,North
RS-19420,Ricardo Sperren,Corporate,Seattle,Washington,United States,98115.0,US,West
SC-20770,Stewart Carmichael,Corporate,Philadelphia,Pennsylvania,United States,19134.0,US,East
LM-17065,Liz MacKendrick,Consumer,Jiaozuo,Henan,China,,APAC,North Asia
DP-13000,Darren Powers,Consumer,Kuala Lumpur,Kuala Lumpur,Malaysia,,APAC,Southeast Asia
RD-9660,Robert Dilbeck,Home Office,Al Mahallah al Kubra,Al Gharbiyah,Egypt,,Africa,Africa
LB-16735,Larry Blacks,Consumer,Santo Domingo,Santo Domingo,Dominican Republic,,LATAM,Caribbean
MZ-17515,Mary Zewe,Corporate,Landskrona,Skåne,Sweden,,EU,North
ER-3855,Elpida Rittenbach,Corporate,Budapest,Budapest,Hungary,,EMEA,EMEA
MS-17710,Maurice Satty,Consumer,Bath,England,United Kingdom,,EU,North
LC-6960,Lindsay Castell,Home Office,Lome,Maritime,Togo,,Africa,Africa
GZ-14545,George Zrebassa,Corporate,Palaiseau,Ile-de-France,France,,EU,Central
JK-5625,Jim Karlsson,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa
JJ-15760,Joel Jenkins,Home Office,Montreuil,Ile-de-France,France,,EU,Central
CA-2265,Christina Anderson,Consumer,Sofia,Sofiya-Grad,Bulgaria,,EMEA,EMEA
CC-2220,Chris Cortes,Consumer,Toronto,Ontario,Canada,,Canada,Canada
KL-6555,Kelly Lampkin,Corporate,Hurghada,Al Bahr Al Ahmar,Egypt,,Africa,Africa
CS-2175,Charles Sheldon,Corporate,Arusha,Arusha,Tanzania,,Africa,Africa
KL-16555,Kelly Lampkin,Corporate,Greensboro,North Carolina,United States,27405.0,US,South
RD-9810,Ross DeVincentis,Home Office,Nouakchott,Nouakchott,Mauritania,,Africa,Africa
AJ-945,Ashley Jarboe,Consumer,Saint-Louis,Saint-Louis,Senegal,,Africa,Africa
CC-2685,Craig Carroll,Consumer,George,Western Cape,South Africa,,Africa,Africa
LO-17170,Lori Olson,Corporate,Sindelfingen,Baden-Württemberg,Germany,,EU,Central
DE-13255,Deanra Eno,Home Office,Villa Nueva,Guatemala,Guatemala,,LATAM,Central
RF-9345,Randy Ferguson,Corporate,Riyadh,Ar Riyad,Saudi Arabia,,EMEA,EMEA
SC-20020,Sam Craven,Consumer,Douai,Nord-Pas-de-Calais,France,,EU,Central
